Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days
14,16-08-2023,29.8,52,798,6.6,14
14,17-08-2023,29.6,80,455,6.3,15
14,18-08-2023,30.9,57,719,6.1,16
14,19-08-2023,30.8,65,453,6.4,17
14,20-08-2023,30.9,63,652,6.6,18
14,21-08-2023,30.2,66,409,6.4,19
14,22-08-2023,30.5,56,651,6.5,20
14,23-08-2023,30.8,55,466,6,21
14,24-08-2023,31.3,66,498,6.2,22
14,25-08-2023,31.4,65,645,6.3,23
14,26-08-2023,31.4,58,637,6.2,24
14,27-08-2023,30.1,55,743,6.4,25
14,28-08-2023,29.4,65,573,6.2,26
14,29-08-2023,28.7,66,522,6.5,27
14,30-08-2023,29.1,77,413,6.4,28
14,31-08-2023,29.2,73,505,6,29
14,01-09-2023,31.7,54,448,6.5,30
14,02-09-2023,31.7,51,472,6.4,31
14,03-09-2023,31.7,63,710,6.3,32
14,04-09-2023,31.7,67,698,6.4,33
14,05-09-2023,32,75,683,6.7,34
14,06-09-2023,32.1,66,434,6.3,35
14,07-09-2023,31.5,57,642,6.4,36
14,08-09-2023,29.8,56,550,6.4,37
14,09-09-2023,20.1,64,590,6.4,38
14,10-09-2023,31.1,69,536,6,39
14,11-09-2023,31.2,73,465,6.4,40
14,12-09-2023,31.2,53,795,6.4,41
14,13-09-2023,30.4,76,449,6.3,42
14,14-09-2023,29.1,61,764,6.4,43
14,15-09-2023,30.6,57,645,6.1,44
14,16-09-2023,31.5,75,663,6.5,45
15,03-08-2023,33.4,61,555,6.1,1
15,04-08-2023,33.5,57,584,6.3,2
15,05-08-2023,33.4,56,590,6.7,3
15,06-08-2023,33.4,63,782,6.7,4
15,07-08-2023,33.4,73,767,6.4,5
15,08-08-2023,32.3,61,459,6,6
15,09-08-2023,32.3,71,741,6.2,7
15,10-08-2023,22.7,58,724,6.5,8
15,11-08-2023,31.9,79,779,6.5,9
15,12-08-2023,30.2,54,743,6.1,10
15,13-08-2023,30.1,77,509,6,11
15,14-08-2023,30.1,55,770,6.1,12
15,15-08-2023,30.1,57,490,6.5,13
15,16-08-2023,29.8,58,409,6.3,14
15,17-08-2023,29.6,59,734,6.5,15
15,18-08-2023,30.9,58,587,6.5,16
15,19-08-2023,30.8,80,501,6.5,17
15,20-08-2023,30.9,53,513,6.5,18
15,21-08-2023,30.2,69,493,6,19
15,22-08-2023,30.5,80,578,6.3,20
15,23-08-2023,30.8,74,609,6.4,21
15,24-08-2023,31.3,60,590,6.2,22
15,25-08-2023,31.4,55,539,6.8,23
15,26-08-2023,31.4,63,759,6.1,24
15,27-08-2023,30.1,52,663,6.6,25
15,28-08-2023,29.4,53,587,6.6,26
15,29-08-2023,28.7,54,474,6.5,27
15,30-08-2023,29.1,75,543,6.1,28
15,31-08-2023,29.2,78,518,6.6,29
15,01-09-2023,31.7,51,725,6.2,30
15,02-09-2023,31.7,73,559,6.6,31
15,03-09-2023,31.7,65,619,6.7,32
15,04-09-2023,31.7,72,415,6.8,33
15,05-09-2023,32,73,714,6.5,34
15,06-09-2023,32.1,75,427,6.3,35
15,07-09-2023,31.5,52,501,6,36
15,08-09-2023,29.8,73,584,6.6,37
15,09-09-2023,20.1,50,556,6,38
15,10-09-2023,31.1,53,604,6.8,39
15,11-09-2023,31.2,62,402,6.8,40
15,12-09-2023,31.2,61,403,6.6,41
15,13-09-2023,30.4,75,561,6.1,42
15,14-09-2023,29.1,68,420,6.6,43
15,15-09-2023,30.6,60,708,6,44
15,16-09-2023,31.5,57,783,6.7,45
16,03-08-2023,33.4,50,769,6.7,1
16,04-08-2023,33.5,64,794,6.1,2
16,05-08-2023,33.4,71,533,6.8,3
16,06-08-2023,33.4,56,588,6,4
16,07-08-2023,33.4,68,554,6.6,5
16,08-08-2023,32.3,70,482,6.1,6
16,09-08-2023,32.3,58,779,6.3,7
16,10-08-2023,22.7,80,503,6.1,8
16,11-08-2023,31.9,68,692,6.5,9
16,12-08-2023,30.2,68,454,6.4,10
16,13-08-2023,30.1,62,477,6.6,11
16,14-08-2023,30.1,67,737,6.4,12
16,15-08-2023,30.1,67,454,6.7,13
16,16-08-2023,29.8,71,654,6.2,14
16,17-08-2023,29.6,64,439,6.1,15
16,18-08-2023,30.9,58,794,6.5,16
16,19-08-2023,30.8,66,454,6.7,17
16,20-08-2023,30.9,69,402,6.5,18
16,21-08-2023,30.2,64,426,6.6,19
16,22-08-2023,30.5,80,515,6.8,20
16,23-08-2023,30.8,79,513,6.8,21
16,24-08-2023,31.3,54,738,6.8,22
16,25-08-2023,31.4,68,682,6.2,23
16,26-08-2023,31.4,67,462,6,24
16,27-08-2023,30.1,51,626,6.1,25
16,28-08-2023,29.4,50,502,6.8,26
16,29-08-2023,28.7,65,553,6.4,27
16,30-08-2023,29.1,70,755,6.5,28
16,31-08-2023,29.2,64,662,6.4,29
16,01-09-2023,31.7,50,771,6,30
16,02-09-2023,31.7,67,793,6.5,31
16,03-09-2023,31.7,62,657,6.4,32
16,04-09-2023,31.7,62,659,6.8,33
16,05-09-2023,32,53,522,6.1,34
16,06-09-2023,32.1,65,627,6.2,35
16,07-09-2023,31.5,55,423,6.4,36
16,08-09-2023,29.8,69,403,6.7,37
16,09-09-2023,20.1,76,409,6.6,38
16,10-09-2023,31.1,54,645,6.3,39
16,11-09-2023,31.2,65,572,6.5,40
16,12-09-2023,31.2,80,732,6.6,41
16,13-09-2023,30.4,68,701,6.7,42
16,14-09-2023,29.1,75,564,6.1,43
16,15-09-2023,30.6,52,703,6.5,44
16,16-09-2023,31.5,79,742,6.4,45
16,17-09-2023,30.9,65,651,6,46
17,03-08-2023,33.4,58,631,6.6,1
17,04-08-2023,33.5,66,627,6.2,2
17,05-08-2023,33.4,77,491,6.4,3
17,06-08-2023,33.4,62,647,6.1,4
17,07-08-2023,33.4,61,505,6.6,5
17,08-08-2023,32.3,55,617,6,6
17,09-08-2023,32.3,71,552,6.5,7
17,10-08-2023,22.7,67,744,6.3,8
17,11-08-2023,31.9,58,735,6.1,9
17,12-08-2023,30.2,58,462,6,10
17,13-08-2023,30.1,51,798,6.5,11
17,14-08-2023,30.1,55,737,6.6,12
17,15-08-2023,30.1,73,607,6.2,13
17,16-08-2023,29.8,58,543,6.2,14
17,17-08-2023,29.6,58,587,6.3,15
17,18-08-2023,30.9,79,672,6.7,16
17,19-08-2023,30.8,52,595,6.8,17
17,20-08-2023,30.9,80,716,6.7,18
17,21-08-2023,30.2,57,736,6.3,19
17,22-08-2023,30.5,58,542,6.6,20
17,23-08-2023,30.8,58,625,6.8,21
17,24-08-2023,31.3,65,765,6.5,22
17,25-08-2023,31.4,75,552,6.1,23
17,26-08-2023,31.4,70,416,6.6,24
17,27-08-2023,30.1,66,697,6.6,25
17,28-08-2023,29.4,73,762,6.5,26
17,29-08-2023,28.7,69,598,6.1,27
17,30-08-2023,29.1,80,632,6.5,28
17,31-08-2023,29.2,50,728,6.3,29
17,01-09-2023,31.7,73,657,6.3,30
17,02-09-2023,31.7,65,406,6.1,31
17,03-09-2023,31.7,53,461,6.3,32
17,04-09-2023,31.7,68,424,6.6,33
17,05-09-2023,32,58,743,6.1,34
17,06-09-2023,32.1,67,672,6.6,35
17,07-09-2023,31.5,73,400,6.8,36
17,08-09-2023,29.8,78,732,6.5,37
17,09-09-2023,20.1,62,472,6.1,38
17,10-09-2023,31.1,68,648,6,39
17,11-09-2023,31.2,72,786,6.3,40
17,12-09-2023,31.2,61,482,6.6,41
17,13-09-2023,30.4,60,716,6.3,42
17,14-09-2023,29.1,57,743,6.6,43
17,15-09-2023,30.6,75,575,6.3,44
17,16-09-2023,31.5,61,710,6.6,45
18,03-08-2023,33.4,78,623,6.2,1
18,04-08-2023,33.5,73,463,6.4,2
18,05-08-2023,33.4,61,440,6.3,3
18,06-08-2023,33.4,55,451,6.5,4
18,07-08-2023,33.4,51,798,6.6,5
18,08-08-2023,32.3,58,556,6.5,6
18,09-08-2023,32.3,67,794,6,7
18,10-08-2023,22.7,53,653,6,8
18,11-08-2023,31.9,76,407,6.7,9
18,12-08-2023,30.2,52,478,6.8,10
18,13-08-2023,30.1,54,528,6.5,11
18,14-08-2023,30.1,67,769,6.4,12
18,15-08-2023,30.1,52,723,6.1,13
18,16-08-2023,29.8,69,688,6,14
18,17-08-2023,29.6,62,479,6.1,15
18,18-08-2023,30.9,50,408,6,16
18,19-08-2023,30.8,80,489,6.2,17
18,20-08-2023,30.9,60,630,6.2,18
18,21-08-2023,30.2,57,540,6.4,19
18,22-08-2023,30.5,69,413,6.1,20
18,23-08-2023,30.8,74,505,6.3,21
18,24-08-2023,31.3,73,414,6.6,22
18,25-08-2023,31.4,64,448,6.4,23
18,26-08-2023,31.4,55,660,6.6,24
18,27-08-2023,30.1,69,757,6.8,25
18,28-08-2023,29.4,66,544,6.1,26
18,29-08-2023,28.7,59,699,6.8,27
18,30-08-2023,29.1,70,637,6.4,28
18,31-08-2023,29.2,73,772,6.6,29
18,01-09-2023,31.7,78,746,6.2,30
18,02-09-2023,31.7,67,579,6.3,31
18,03-09-2023,31.7,64,740,6.1,32
18,04-09-2023,31.7,68,442,6.6,33
18,05-09-2023,32,60,730,6.5,34
18,06-09-2023,32.1,73,423,6.2,35
18,07-09-2023,31.5,75,493,6.2,36
18,08-09-2023,29.8,75,587,6.1,37
18,09-09-2023,20.1,77,404,6.4,38
18,10-09-2023,31.1,61,408,6.5,39
18,11-09-2023,31.2,70,555,6.3,40
18,12-09-2023,31.2,78,440,6.5,41
18,13-09-2023,30.4,59,501,6,42
18,14-09-2023,29.1,76,750,6.6,43
18,15-09-2023,30.6,51,491,6.5,44
18,16-09-2023,31.5,78,705,6.8,45
19,03-08-2023,33.4,51,492,6.3,1
19,04-08-2023,33.5,74,552,6.5,2
19,05-08-2023,33.4,72,646,6.1,3
19,06-08-2023,33.4,80,405,6.8,4
19,07-08-2023,33.4,65,661,6.3,5
19,08-08-2023,32.3,63,651,6.5,6
19,09-08-2023,32.3,72,747,6.1,7
19,10-08-2023,22.7,75,693,6.5,8
19,11-08-2023,31.9,59,486,6.7,9
19,12-08-2023,30.2,79,486,6.8,10
19,13-08-2023,30.1,59,655,6.6,11
19,14-08-2023,30.1,71,503,6.5,12
19,15-08-2023,30.1,71,763,6.3,13
19,16-08-2023,29.8,72,599,6.7,14
19,17-08-2023,29.6,75,587,6.1,15
19,18-08-2023,30.9,63,790,6.7,16
19,19-08-2023,30.8,73,415,6.5,17
19,20-08-2023,30.9,57,708,6.2,18
19,21-08-2023,30.2,64,539,6.3,19
19,22-08-2023,30.5,77,745,6.2,20
19,23-08-2023,30.8,69,515,6.2,21
19,24-08-2023,31.3,69,637,6.7,22
19,25-08-2023,31.4,67,455,6.7,23
19,26-08-2023,31.4,78,576,6.5,24
19,27-08-2023,30.1,68,606,6,25
19,28-08-2023,29.4,80,623,6.4,26
19,29-08-2023,28.7,76,498,6.2,27
19,30-08-2023,29.1,75,411,6.6,28
19,31-08-2023,29.2,72,789,6.1,29
19,01-09-2023,31.7,50,459,6.4,30
19,02-09-2023,31.7,60,401,6.5,31
19,03-09-2023,31.7,53,583,6.1,32
19,04-09-2023,31.7,76,434,6.8,33
19,05-09-2023,32,76,563,6.6,34
19,06-09-2023,32.1,52,497,6.1,35
19,07-09-2023,31.5,61,680,6.2,36
19,08-09-2023,29.8,53,553,6.6,37
19,09-09-2023,20.1,68,611,6.2,38
19,10-09-2023,31.1,64,588,6.2,39
19,11-09-2023,31.2,53,503,6.4,40
19,12-09-2023,31.2,67,449,6,41
19,13-09-2023,30.4,52,417,6.6,42
19,14-09-2023,29.1,51,437,6.1,43
19,15-09-2023,30.6,73,536,6.5,44
19,16-09-2023,31.5,70,571,6.3,45
20,03-08-2023,33.4,56,708,6.1,1
20,04-08-2023,33.5,73,597,6.7,2
20,05-08-2023,33.4,60,483,6.7,3
20,06-08-2023,33.4,66,729,6.7,4
20,07-08-2023,33.4,72,430,6,5
20,08-08-2023,32.3,76,529,6.2,6
20,09-08-2023,32.3,69,767,6.3,7
20,10-08-2023,22.7,57,648,6.4,8
20,11-08-2023,31.9,50,592,6.6,9
20,12-08-2023,30.2,60,702,6.7,10
20,13-08-2023,30.1,72,747,6.5,11
20,14-08-2023,30.1,75,611,6.4,12
20,15-08-2023,30.1,72,562,6,13
20,16-08-2023,29.8,54,693,6,14
20,17-08-2023,29.6,79,626,6.2,15
20,18-08-2023,30.9,61,717,6.4,16
20,19-08-2023,30.8,66,722,6.1,17
20,20-08-2023,30.9,57,621,6.7,18
20,21-08-2023,30.2,61,458,6.7,19
20,22-08-2023,30.5,69,596,6,20
20,23-08-2023,30.8,66,770,6.1,21
20,24-08-2023,31.3,77,405,6.4,22
20,25-08-2023,31.4,76,796,6.8,23
20,26-08-2023,31.4,77,575,6.1,24
20,27-08-2023,30.1,74,415,6.6,25
20,28-08-2023,29.4,60,453,6.3,26
20,29-08-2023,28.7,53,727,6.4,27
20,30-08-2023,29.1,50,494,6.2,28
20,31-08-2023,29.2,52,612,6.8,29
20,01-09-2023,31.7,75,502,6.5,30
20,02-09-2023,31.7,68,742,6.5,31
20,03-09-2023,31.7,54,748,6.4,32
20,04-09-2023,31.7,68,611,6.2,33
20,05-09-2023,32,71,486,6.7,34
20,06-09-2023,32.1,68,607,6.2,35
20,07-09-2023,31.5,71,513,6.4,36
20,08-09-2023,29.8,51,591,6.6,37
20,09-09-2023,20.1,55,441,6.5,38
20,10-09-2023,31.1,74,637,6.2,39
20,11-09-2023,31.2,74,560,6.2,40
20,12-09-2023,31.2,51,588,6.6,41
20,13-09-2023,30.4,72,518,6.1,42
20,14-09-2023,29.1,51,570,6.3,43
20,15-09-2023,30.6,70,505,6.8,44
20,16-09-2023,31.5,57,759,6.6,45
21,03-08-2023,33.4,54,530,6.1,1
21,04-08-2023,33.5,65,626,6.7,2
21,05-08-2023,33.4,80,516,6.5,3
21,06-08-2023,33.4,63,592,6,4
21,07-08-2023,33.4,52,726,6.4,5
21,08-08-2023,32.3,63,443,6.2,6
21,09-08-2023,32.3,72,727,6.4,7
21,10-08-2023,22.7,60,625,6.1,8
21,11-08-2023,31.9,78,510,6.5,9
21,12-08-2023,30.2,67,460,6.6,10
21,13-08-2023,30.1,77,673,6.1,11
21,14-08-2023,30.1,75,504,6.5,12
21,15-08-2023,30.1,76,660,6.2,13
21,16-08-2023,29.8,54,418,6.8,14
21,17-08-2023,29.6,71,514,6.7,15
21,18-08-2023,30.9,53,778,6.4,16
21,19-08-2023,30.8,75,615,6.3,17
21,20-08-2023,30.9,63,785,6.4,18
21,21-08-2023,30.2,74,636,6.7,19
21,22-08-2023,30.5,53,576,6.4,20
21,23-08-2023,30.8,76,501,6.7,21
21,24-08-2023,31.3,59,594,6.1,22
21,25-08-2023,31.4,60,640,6.8,23
21,26-08-2023,31.4,73,553,6.6,24
21,27-08-2023,30.1,59,659,6.7,25
21,28-08-2023,29.4,68,600,6.1,26
21,29-08-2023,28.7,80,500,6.5,27
21,30-08-2023,29.1,55,653,6.2,28
21,31-08-2023,29.2,76,559,6.7,29
21,01-09-2023,31.7,60,511,6.6,30
21,02-09-2023,31.7,66,758,6.2,31
21,03-09-2023,31.7,50,448,6.3,32
21,04-09-2023,31.7,69,620,6.1,33
21,05-09-2023,32,59,686,6.1,34
21,06-09-2023,32.1,62,538,6.2,35
21,07-09-2023,31.5,72,784,6.1,36
21,08-09-2023,29.8,64,550,6.2,37
21,09-09-2023,20.1,70,470,6.4,38
21,10-09-2023,31.1,70,698,6.2,39
21,11-09-2023,31.2,77,610,6.4,40
21,12-09-2023,31.2,50,479,6.4,41
21,13-09-2023,30.4,63,630,6.3,42
21,14-09-2023,29.1,50,661,6.2,43
21,15-09-2023,30.6,76,528,6.4,44
21,16-09-2023,31.5,67,454,6.4,45
22,03-08-2023,33.4,70,620,6.2,1
22,04-08-2023,33.5,63,800,6.5,2
22,05-08-2023,33.4,50,602,6,3
22,06-08-2023,33.4,50,721,6,4
22,07-08-2023,33.4,65,571,6.3,5
22,08-08-2023,32.3,77,631,6.8,6
22,09-08-2023,32.3,70,418,6,7
22,10-08-2023,22.7,50,783,6.1,8
22,11-08-2023,31.9,74,480,6.7,9
22,12-08-2023,30.2,75,771,6.4,10
22,13-08-2023,30.1,64,519,6.7,11
22,14-08-2023,30.1,75,713,6.8,12
22,15-08-2023,30.1,52,405,6.3,13
22,16-08-2023,29.8,72,551,6.1,14
22,17-08-2023,29.6,65,651,6.7,15
22,18-08-2023,30.9,56,734,6.6,16
22,19-08-2023,30.8,67,479,6.7,17
22,20-08-2023,30.9,76,749,6.7,18
22,21-08-2023,30.2,55,678,6,19
22,22-08-2023,30.5,52,534,6.2,20
22,23-08-2023,30.8,64,596,6.6,21
22,24-08-2023,31.3,51,542,6.3,22
22,25-08-2023,31.4,68,609,6.1,23
22,26-08-2023,31.4,58,681,6.3,24
22,27-08-2023,30.1,72,402,6.1,25
22,28-08-2023,29.4,73,745,6.4,26
22,29-08-2023,28.7,57,751,6.4,27
22,30-08-2023,29.1,66,665,6.5,28
22,31-08-2023,29.2,58,596,6.5,29
22,01-09-2023,31.7,77,783,6.2,30
22,02-09-2023,31.7,59,519,6.2,31
22,03-09-2023,31.7,75,736,6.3,32
22,04-09-2023,31.7,59,533,6.7,33
22,05-09-2023,32,73,414,6.6,34
22,06-09-2023,32.1,67,473,6.7,35
22,07-09-2023,31.5,67,428,6,36
22,08-09-2023,29.8,71,665,6.4,37
22,09-09-2023,20.1,62,560,6.8,38
22,10-09-2023,31.1,50,782,6.8,39
22,11-09-2023,31.2,72,765,6.2,40
22,12-09-2023,31.2,65,724,6.3,41
22,13-09-2023,30.4,52,440,6.3,42
22,14-09-2023,29.1,60,492,6.7,43
22,15-09-2023,30.6,60,664,6.6,44
22,16-09-2023,31.5,71,578,6.8,45
23,03-08-2023,33.4,59,745,6,1
23,04-08-2023,33.5,56,476,6.5,2
23,05-08-2023,33.4,76,473,6.2,3
23,06-08-2023,33.4,54,633,6,4
23,07-08-2023,33.4,61,627,6.4,5
23,08-08-2023,32.3,78,529,6.4,6
23,09-08-2023,32.3,68,514,6.5,7
23,10-08-2023,22.7,80,475,6.2,8
23,11-08-2023,31.9,78,497,6.5,9
23,12-08-2023,30.2,78,761,6.7,10
23,13-08-2023,30.1,55,631,6.4,11
23,14-08-2023,30.1,67,547,6.8,12
23,15-08-2023,30.1,52,607,6.3,13
23,16-08-2023,29.8,50,722,6.5,14
23,17-08-2023,29.6,63,546,6.7,15
23,18-08-2023,30.9,74,612,6.5,16
23,19-08-2023,30.8,71,697,6.7,17
23,20-08-2023,30.9,67,566,6.1,18
23,21-08-2023,30.2,69,791,6.4,19
23,22-08-2023,30.5,67,577,6.3,20
23,23-08-2023,30.8,59,798,6.2,21
23,24-08-2023,31.3,72,737,6.8,22
23,25-08-2023,31.4,51,778,6,23
23,26-08-2023,31.4,57,602,6.3,24
23,27-08-2023,30.1,52,720,6.5,25
23,28-08-2023,29.4,75,685,6.1,26
23,29-08-2023,28.7,78,550,6.1,27
23,30-08-2023,29.1,67,755,6.8,28
23,31-08-2023,29.2,56,630,6.3,29
23,01-09-2023,31.7,77,575,6.3,30
23,02-09-2023,31.7,71,449,6.2,31
23,03-09-2023,31.7,66,538,6.3,32
23,04-09-2023,31.7,53,465,6.5,33
23,05-09-2023,32,71,560,6.7,34
23,06-09-2023,32.1,76,749,6.3,35
23,07-09-2023,31.5,69,518,6.6,36
23,08-09-2023,29.8,64,640,6.6,37
23,09-09-2023,20.1,73,572,6.7,38
23,10-09-2023,31.1,52,528,6.5,39
23,11-09-2023,31.2,66,530,6.3,40
23,12-09-2023,31.2,53,515,6,41
23,13-09-2023,30.4,69,665,6.4,42
23,14-09-2023,29.1,65,602,6.7,43
23,15-09-2023,30.6,55,776,6.6,44
23,16-09-2023,30.6,55,776,6.6,45
23,17-09-2023,33.4,56,632,6.4,46
24,03-08-2023,33.5,76,534,6.3,1
24,04-08-2023,33.4,64,647,6.1,2
24,05-08-2023,33.4,72,704,6.5,3
24,06-08-2023,33.4,72,606,6.8,4
24,07-08-2023,32.3,76,608,6.3,5
24,08-08-2023,32.3,50,782,6.5,6
24,09-08-2023,22.7,64,683,6.2,7
24,10-08-2023,31.9,72,441,6.6,8
24,11-08-2023,30.2,70,766,6,9
24,12-08-2023,30.1,58,661,6,10
24,13-08-2023,30.1,54,582,6.1,11
24,14-08-2023,30.1,55,676,6.1,12
24,15-08-2023,29.8,74,576,6.3,13
24,16-08-2023,29.6,69,566,6,14
24,17-08-2023,30.9,78,719,6.6,15
24,18-08-2023,30.8,67,412,6.5,16
24,19-08-2023,30.9,70,683,6.2,17
24,20-08-2023,30.2,65,749,6.6,18
24,21-08-2023,30.5,69,747,6.7,19
24,22-08-2023,30.8,57,716,6.1,20
24,23-08-2023,31.3,77,658,6.1,21
24,24-08-2023,31.4,72,401,6.4,22
24,25-08-2023,31.4,51,547,6.3,23
24,26-08-2023,30.1,74,691,6.5,24
24,27-08-2023,29.4,74,513,6.3,25
24,28-08-2023,28.7,77,718,6.2,26
24,29-08-2023,29.1,68,748,6.6,27
24,30-08-2023,29.2,56,430,6,28
24,31-08-2023,31.7,75,634,6.6,29
24,01-09-2023,31.7,59,532,6.5,30
24,02-09-2023,31.7,76,664,6.6,31
24,03-09-2023,31.7,76,465,6.6,32
24,04-09-2023,32,69,491,6.1,33
24,05-09-2023,32.1,61,428,6.5,34
24,06-09-2023,31.5,50,591,6,35
24,07-09-2023,29.8,61,604,6,36
24,08-09-2023,20.1,75,485,6.4,37
24,09-09-2023,31.1,71,756,6.1,38
24,10-09-2023,31.2,51,624,6.4,39
24,11-09-2023,31.2,70,402,6.7,40
24,12-09-2023,30.4,69,490,6,41
24,13-09-2023,29.1,51,697,6.1,42
24,14-09-2023,30.6,56,546,6,43
24,15-09-2023,31.5,70,503,6.5,44
24,16-09-2023,25,62,490,6.1,45
25,03-08-2023,33.4,53,598,6.7,1
25,04-08-2023,33.5,60,428,6,2
25,05-08-2023,33.4,77,558,6.5,3
25,06-08-2023,33.4,57,640,6.3,4
25,07-08-2023,33.4,53,781,6.2,5
25,08-08-2023,32.3,75,603,6.4,6
25,09-08-2023,32.3,66,567,6.2,7
25,10-08-2023,22.7,72,525,6.8,8
25,11-08-2023,31.9,76,533,6,9
25,12-08-2023,30.2,77,453,6.4,10
25,13-08-2023,30.1,64,503,6.7,11
25,14-08-2023,30.1,63,744,6.2,12
25,15-08-2023,30.1,76,424,6.4,13
25,16-08-2023,29.8,55,797,6.2,14
25,17-08-2023,29.6,55,668,6.7,15
25,18-08-2023,30.9,67,411,6.3,16
25,19-08-2023,30.8,74,467,6,17
25,20-08-2023,30.9,70,637,6.3,18
25,21-08-2023,30.2,69,719,6.4,19
25,22-08-2023,30.5,77,703,6.4,20
25,23-08-2023,30.8,79,738,6.6,21
25,24-08-2023,31.3,73,761,6.8,22
25,25-08-2023,31.4,54,760,6.6,23
25,26-08-2023,31.4,72,467,6.5,24
25,27-08-2023,30.1,57,448,6.1,25
25,28-08-2023,29.4,51,470,6.2,26
25,29-08-2023,28.7,73,474,6,27
25,30-08-2023,29.1,68,679,6.5,28
25,31-08-2023,29.2,66,703,6.7,29
25,01-09-2023,31.7,75,565,6.6,30
25,02-09-2023,31.7,73,416,6.5,31
25,03-09-2023,31.7,75,414,6.5,32
25,04-09-2023,31.7,60,551,6.3,33
25,05-09-2023,32,76,648,6.2,34
25,06-09-2023,32.1,73,416,6.2,35
25,07-09-2023,31.5,59,657,6.6,36
25,08-09-2023,29.8,75,649,6.2,37
25,09-09-2023,20.1,79,420,6.1,38
25,10-09-2023,31.1,78,608,6.3,39
25,11-09-2023,31.2,77,680,6.6,40
25,12-09-2023,31.2,72,682,6.7,41
25,13-09-2023,30.4,73,514,6,42
25,14-09-2023,29.1,50,446,6.3,43
25,15-09-2023,30.6,51,796,6.4,44
25,16-09-2023,31.5,58,429,6.5,45
26,03-08-2023,33.4,54,458,6.3,1
26,04-08-2023,33.5,64,509,6.6,2
26,05-08-2023,33.4,51,774,6.7,3
26,06-08-2023,33.4,55,423,6.4,4
26,07-08-2023,33.4,70,410,6,5
26,08-08-2023,32.3,63,669,6.1,6
26,09-08-2023,32.3,77,513,6.5,7
26,10-08-2023,22.7,74,495,6.8,8
26,11-08-2023,31.9,79,709,6.1,9
26,12-08-2023,30.2,50,628,6.5,10
26,13-08-2023,30.1,73,515,6.6,11
26,14-08-2023,30.1,78,482,6.1,12
26,15-08-2023,30.1,54,607,6.8,13
26,16-08-2023,29.8,53,523,6.8,14
26,17-08-2023,29.6,71,773,6.2,15
26,18-08-2023,30.9,67,735,6.2,16
26,19-08-2023,30.8,70,740,6.2,17
26,20-08-2023,30.9,53,592,6.4,18
26,21-08-2023,30.2,52,513,6.6,19
26,22-08-2023,30.5,55,473,6.3,20
26,23-08-2023,30.8,57,409,6.6,21
26,24-08-2023,31.3,67,548,6.2,22
26,25-08-2023,31.4,74,416,6.4,23
26,26-08-2023,31.4,55,688,6.5,24
26,27-08-2023,30.1,72,610,6.4,25
26,28-08-2023,29.4,57,402,6.5,26
26,29-08-2023,28.7,66,413,6.2,27
26,30-08-2023,29.1,50,578,6.5,28
26,31-08-2023,29.2,69,614,6.2,29
26,01-09-2023,31.7,61,731,6.4,30
26,02-09-2023,31.7,61,663,6.7,31
26,03-09-2023,31.7,78,441,6.4,32
26,04-09-2023,31.7,57,662,6.4,33
26,05-09-2023,32,73,459,6.2,34
26,06-09-2023,32.1,62,577,6,35
26,07-09-2023,31.5,55,632,6.4,36
26,08-09-2023,29.8,52,464,6.8,37
26,09-09-2023,20.1,69,621,6.3,38
26,10-09-2023,31.1,58,496,6.4,39
26,11-09-2023,31.2,58,503,6.3,40
26,12-09-2023,31.2,57,545,6.3,41
26,13-09-2023,30.4,64,746,6.4,42
26,14-09-2023,29.1,71,734,6.4,43
26,15-09-2023,30.6,58,791,6.1,44
26,16-09-2023,31.5,71,568,6.1,45
27,03-08-2023,33.4,76,411,6.7,1
27,04-08-2023,33.5,55,758,6.3,2
27,05-08-2023,33.4,75,676,6.5,3
27,06-08-2023,33.4,67,699,6.6,4
27,07-08-2023,33.4,67,480,6.1,5
27,08-08-2023,32.3,53,461,6.7,6
27,09-08-2023,32.3,80,722,6.1,7
27,10-08-2023,22.7,77,723,6.6,8
27,11-08-2023,31.9,53,538,6.3,9
27,12-08-2023,30.2,80,577,6.5,10
27,13-08-2023,30.1,79,493,6.6,11
27,14-08-2023,30.1,60,653,6.6,12
27,15-08-2023,30.1,50,466,6.6,13
27,16-08-2023,29.8,64,785,6.5,14
27,17-08-2023,29.6,56,676,6.6,15
27,18-08-2023,30.9,75,716,6.4,16
27,19-08-2023,30.8,59,576,6.2,17
27,20-08-2023,30.9,54,520,6.6,18
27,21-08-2023,30.2,78,582,6.7,19
27,22-08-2023,30.5,69,703,6.3,20
27,23-08-2023,30.8,64,736,6.5,21
27,24-08-2023,31.3,62,799,6.4,22
27,25-08-2023,31.4,71,646,6.7,23
27,26-08-2023,31.4,50,494,6,24
27,27-08-2023,30.1,55,651,6.6,25
27,28-08-2023,29.4,66,460,6.7,26
27,29-08-2023,28.7,65,800,6.5,27
27,30-08-2023,29.1,73,726,6.2,28
27,31-08-2023,29.2,75,453,6.6,29
27,01-09-2023,31.7,55,660,6.4,30
27,02-09-2023,31.7,66,793,6.5,31
27,03-09-2023,31.7,60,749,6.6,32
27,04-09-2023,31.7,52,400,6.5,33
27,05-09-2023,32,61,772,6.7,34
27,06-09-2023,32.1,70,799,6.1,35
27,07-09-2023,31.5,70,420,6.7,36
27,08-09-2023,29.8,56,421,6.6,37
27,09-09-2023,20.1,60,500,6.5,38
